code|name|vocabulary
N05BC04|mebutamate|ATC
N05BC51|meprobamate, combinations|ATC
N05BD01|benzoctamine; oral, parenteral|ATC
N05BE01|buspirone; oral|ATC
N05BX01|mephenoxalone; oral|ATC
N05BX02|gedocarnil|ATC
N05BX03|etifoxine|ATC
N05BX04|fabomotizole; oral|ATC
N05BX05|Lavandulae aetheroleum|ATC
N05CA01|pentobarbital; oral, parenteral, rectal|ATC
N05CA02|amobarbital; oral, parenteral|ATC
N05CA03|butobarbital; oral|ATC
N05CA04|barbital; oral|ATC
N05CA05|aprobarbital; oral, parenteral|ATC
N05CA06|secobarbital; oral|ATC
N05CA07|talbutal; oral|ATC
N05CA08|vinylbital; oral|ATC
N05CA09|vinbarbital; oral|ATC
N05CA10|cyclobarbital; oral|ATC
N05CA11|heptabarbital; oral|ATC
N05CA12|reposal; oral|ATC
N05CA15|methohexital|ATC
N05CA16|hexobarbital; oral|ATC
N05CA19|thiopental|ATC
N05CA20|etallobarbital|ATC
N05CA21|allobarbital|ATC
N05CA22|proxibarbal|ATC
N05CB01|combinations of barbiturates|ATC
N05CB02|barbiturates in combination with other drugs|ATC
N05CC01|chloral hydrate; oral, rectal|ATC
N05CC02|chloralodol; oral|ATC
N05CC03|acetylglycinamide chloral hydrate; oral|ATC
N05CC04|dichloralphenazone; oral|ATC
N05CC05|paraldehyde; oral, parenteral, rectal|ATC
N05CD01|flurazepam; oral|ATC
N05CD02|nitrazepam; oral|ATC
N05CD03|flunitrazepam; oral, parenteral|ATC
N05CD04|estazolam; oral|ATC
N05CD05|triazolam; oral, sublingual|ATC
N05CD06|lormetazepam; oral|ATC
N05CD07|temazepam; oral|ATC
N05CD08|midazolam; nasal, oral, parenteral, sublingual|ATC
N05CD09|brotizolam; oral|ATC
N05CD10|quazepam; oral|ATC
N05CD11|loprazolam; oral|ATC
N05CD12|doxefazepam|ATC
N05CD13|cinolazepam|ATC
N05CD14|remimazolam|ATC
N05CD15|nimetazepam|ATC
N05CD16|dimdazenil|ATC
N05CE01|glutethimide; oral|ATC
N05CE02|methyprylon; oral|ATC
N05CE03|pyrithyldione; oral|ATC
N05CF01|zopiclone; oral|ATC
N05CF02|zolpidem; oral|ATC
N05CF03|zaleplon; oral|ATC
N05CF04|eszopiclone; oral|ATC
N05CH01|melatonin; oral|ATC
N05CH02|ramelteon|ATC
N05CH03|tasimelteon|ATC
N05CJ01|suvorexant|ATC
N05CJ02|lemborexant|ATC
N05CJ03|daridorexant|ATC
N05CM01|methaqualone; oral|ATC
N05CM02|clomethiazole; oral, parenteral|ATC
N05CM03|bromisoval; oral|ATC
N05CM04|carbromal; oral|ATC
N05CM05|scopolamine; oral, parenteral|ATC
N05CM06|propiomazine; oral|ATC
N05CM07|triclofos; oral|ATC
N05CM08|ethchlorvynol; oral|ATC
N05CM09|Valerianae radix|ATC
N05CM10|hexapropymate; oral|ATC
N05CM11|bromides|ATC
N05CM12|apronal; oral|ATC
N05CM13|valnoctamide; oral|ATC
N05CM15|methylpentynol|ATC
N05CM16|niaprazine|ATC
N05CM17|[U] melatonin|ATC
N05CM18|dexmedetomidine; parenteral|ATC
N05CM19|[U] suvorexant|ATC
N05CM21|[U] lemborexant|ATC
N05CX01|meprobamate, combinations|ATC
N05CX02|methaqualone, combinations|ATC
N05CX03|methylpentynol, combinations|ATC
N05CX04|clomethiazole, combinations|ATC
N05CX05|emepronium, combinations|ATC
N05CX06|dipiperonylaminoethanol, combinations|ATC
N06AA01|desipramine; oral|ATC
N06AA02|imipramine; oral, parenteral|ATC
N06AA03|imipramine oxide; oral|ATC
N06AA04|clomipramine; oral, parenteral|ATC
N06AA05|opipramol; oral|ATC
N06AA06|trimipramine; oral, parenteral|ATC
N06AA07|lofepramine; oral|ATC
N06AA08|dibenzepin; oral|ATC
N06AA09|amitriptyline; oral, parenteral|ATC
N06AA10|nortriptyline; oral, parenteral|ATC
N06AA11|protriptyline; oral|ATC
N06AA12|doxepin; oral, parenteral|ATC
N06AA13|iprindole; oral|ATC
N06AA14|melitracen; oral, parenteral|ATC
N06AA15|butriptyline; oral|ATC
N06AA16|dosulepin; oral|ATC
N06AA17|amoxapine; oral|ATC
N06AA18|dimetacrine; oral|ATC
N06AA19|amineptine|ATC
N06AA21|maprotiline; oral, parenteral|ATC
N06AA23|quinupramine|ATC
N06AB02|zimeldine; oral|ATC
N06AB03|fluoxetine; oral|ATC
N06AB04|citalopram; oral, parenteral|ATC
N06AB05|paroxetine; oral|ATC
N06AB06|sertraline; oral|ATC
N06AB07|alaproclate|ATC
N06AB08|fluvoxamine; oral|ATC
N06AB09|etoperidone|ATC
N06AB10|escitalopram; oral|ATC
N06AF01|isocarboxazid; oral|ATC
N06AF02|nialamide; oral|ATC
N06AF03|phenelzine; oral|ATC
N06AF04|tranylcypromine; oral|ATC
N06AF05|iproniazide|ATC
N06AF06|iproclozide|ATC
N06AG02|moclobemide; oral|ATC
N06AG03|toloxatone|ATC
N06AX01|oxitriptan|ATC
N06AX02|tryptophan|ATC
N06AX03|mianserin; oral|ATC
N06AX04|nomifensine; oral|ATC
N06AX05|trazodone; oral|ATC
N06AX06|nefazodone; oral|ATC
N06AX07|minaprine; oral|ATC
N06AX08|bifemelane|ATC
N06AX09|viloxazine; oral|ATC
N06AX10|oxaflozane|ATC
N06AX11|mirtazapine; oral|ATC
N06AX12|bupropion; oral|ATC
N06AX13|medifoxamine|ATC
N06AX14|tianeptine; oral|ATC
N06AX15|pivagabine|ATC
N06AX16|venlafaxine; oral|ATC
N06AX17|milnacipran; oral|ATC
N06AX18|reboxetine; oral|ATC
N06AX19|gepirone|ATC
N06AX21|duloxetine; oral|ATC
N06AX22|agomelatine; oral|ATC
N06AX23|desvenlafaxine; oral|ATC
N06AX24|vilazodone|ATC
N06AX25|Hyperici herba|ATC
N06AX26|vortioxetine; oral|ATC
N06AX27|esketamine; nasal|ATC
N06AX28|levomilnacipran; oral|ATC
N06AX29|brexanolone|ATC
N06AX31|zuranolone|ATC
N06AX62|bupropion and dextromethorphan|ATC
N06BA01|amfetamine; oral, parenteral|ATC
N06BA02|dexamfetamine; oral|ATC
N06BA03|metamfetamine; oral|ATC
N06BA04|methylphenidate; oral|ATC
N06BA05|pemoline; oral|ATC
N06BA06|fencamfamin|ATC
N06BA07|modafinil; oral|ATC
N06BA08|fenozolone|ATC
N06BA09|atomoxetine; oral|ATC
N06BA10|fenetylline|ATC
N06BA11|dexmethylphenidate; oral|ATC
N06BA12|lisdexamfetamine; oral|ATC
N06BA13|armodafinil; oral|ATC
N06BA14|solriamfetol; oral|ATC
N06BA15|dexmethylphenidate and serdexmethylphenidate|ATC
N06BC01|caffeine; oral, parenteral|ATC
N06BC02|propentofylline|ATC
N06BX01|meclofenoxate|ATC
N06BX02|pyritinol; oral|ATC
N06BX03|piracetam; oral, parenteral|ATC
N06BX04|deanol|ATC
N06BX05|fipexide|ATC
N06BX06|citicoline|ATC
N06BX07|oxiracetam|ATC
N06BX08|pirisudanol|ATC
N06BX09|linopirdine|ATC
N06BX10|nizofenone|ATC
N06BX11|aniracetam|ATC
N06BX12|acetylcarnitine|ATC
N06BX13|idebenone; oral|ATC
N06BX14|prolintane|ATC
N06BX15|pipradrol; oral|ATC
N06BX16|pramiracetam|ATC
N06BX17|adrafinil|ATC
N06BX18|vinpocetine; oral|ATC
N06BX19|[D] phenibut|ATC
N06BX21|temgicoluril|ATC
N06BX22|phenibut|ATC
N06BX53|piracetam and cinnarizine|ATC
N06CA01|amitriptyline and psycholeptics|ATC
N06CA02|melitracen and psycholeptics|ATC
N06CA03|fluoxetine and psycholeptics|ATC
N06DA01|tacrine; oral|ATC
N06DA02|donepezil; oral|ATC
N06DA03|rivastigmine; oral, transdermal|ATC
N06DA04|galantamine; oral|ATC
N06DA05|ipidacrine|ATC
N06DA06|benzgalantamine|ATC
N06DA52|donepezil and memantine|ATC
N06DA53|donepezil, memantine and Ginkgo folium|ATC
N06DX01|memantine; oral|ATC
N06DX02|Ginkgo folium; oral|ATC
N06DX03|aducanumab|ATC
N06DX04|lecanemab|ATC
N06DX05|donanemab|ATC
N06DX06|blarcamesine|ATC
N06DX07|hydromethylthionine|ATC
N06DX30|other anti-dementia drugs - combinations|ATC
N07AA01|neostigmine; oral, parenteral|ATC
N07AA02|pyridostigmine; oral, parenteral|ATC
N07AA03|distigmine; oral, parenteral|ATC
N07AA30|ambenonium; oral|ATC
N07AA51|neostigmine, combinations|ATC
N07AB01|carbachol; oral, parenteral|ATC
N07AB02|bethanechol; oral|ATC
N07AX01|pilocarpine; oral, parenteral|ATC
N07AX02|choline alfoscerate|ATC
N07AX03|cevimeline; oral|ATC
N07BA01|nicotine; chewing gum, inhalant, nasal, sublingual, transdermal|ATC
N07BA02|[U] bupropion|ATC
N07BA03|varenicline; oral|ATC
N07BA04|cytisinicline|ATC
N07BB01|disulfiram; oral|ATC
N07BB02|calcium carbimide|ATC
N07BB03|acamprosate; oral|ATC
N07BB04|naltrexone; oral|ATC
N07BB05|nalmefene; oral|ATC
N07BB06|ondelopran|ATC
N07BC01|buprenorphine; implant, parenteral, sublingual|ATC
N07BC02|methadone; oral, parenteral|ATC
N07BC03|levacetylmethadol|ATC
N07BC04|lofexidine; oral|ATC
N07BC05|levomethadone; oral|ATC
N07BC06|diamorphine|ATC
N07BC51|buprenorphine, combinations; sublingual|ATC
N07CA01|betahistine; oral|ATC
N07CA02|cinnarizine; oral|ATC
N07CA03|flunarizine; oral|ATC
N07CA04|acetylleucine|ATC
N07CA52|cinnarizine, combinations; oral|ATC
N07XX01|tirilazad; parenteral|ATC
N07XX02|riluzole; oral|ATC
N07XX03|xaliproden|ATC
N07XX04|sodium oxybate; oral|ATC
N07XX05|amifampridine; oral|ATC
N07XX06|tetrabenazine; oral|ATC
N07XX07|fampridine; oral|ATC
N07XX08|tafamidis; oral|ATC
N07XX09|[U] dimethyl fumarate|ATC
N07XX10|laquinimod|ATC
N07XX11|pitolisant; oral|ATC
N07XX12|patisiran|ATC
N07XX13|valbenazine|ATC
N07XX14|edaravone|ATC
N07XX15|inotersen; parenteral|ATC
N07XX16|deutetrabenazine|ATC
N07XX17|arimoclomol|ATC
N07XX18|vutrisiran|ATC
N07XX19|sodium phenylbutyrate and ursodoxicoltaurine|ATC
N07XX21|eplontersen|ATC
N07XX22|tofersen|ATC
N07XX23|troriluzole|ATC
N07XX24|trofinetide|ATC
N07XX25|omaveloxolone|ATC
N07XX26|pridopidine|ATC
N07XX27|levacetylleucine|ATC
N07XX59|dextromethorphan, combinations; oral|ATC
P01AA01|broxyquinoline|ATC
P01AA02|clioquinol|ATC
P01AA04|chlorquinaldol|ATC
P01AA05|tilbroquinol|ATC
P01AA30|tilbroquinol and tiliquinol|ATC
P01AA52|clioquinol, combinations|ATC
P01AB01|metronidazole; oral, rectal|ATC
P01AB02|tinidazole; oral, rectal|ATC
P01AB03|ornidazole; oral|ATC
P01AB04|azanidazole|ATC
P01AB05|propenidazole|ATC
P01AB06|nimorazole; oral|ATC
P01AB07|secnidazole; oral|ATC
P01AB08|satranidazole|ATC
P01AB51|metronidazole and furazolidone|ATC
P01AB52|metronidazole and diloxanide|ATC
P01AB53|tinidazole and diloxanide|ATC
P01AC01|diloxanide; oral|ATC
P01AC02|clefamide|ATC
P01AC03|etofamide|ATC
P01AC04|teclozan|ATC
P01AR01|arsthinol|ATC
P01AR02|difetarsone|ATC
P01AR03|glycobiarsol|ATC
P01AR53|glycobiarsol, combinations|ATC
P01AX01|chiniofon|ATC
P01AX02|emetine; parenteral|ATC
P01AX04|phanquinone|ATC
P01AX05|mepacrine; oral|ATC
P01AX06|atovaquone; oral|ATC
P01AX07|trimetrexate; parenteral|ATC
P01AX08|tenonitrozole|ATC
P01AX09|dehydroemetine; parenteral|ATC
P01AX10|fumagillin|ATC
P01AX11|nitazoxanide; oral|ATC
P01AX52|emetine, combinations|ATC
P01BA01|chloroquine; oral, parenteral|ATC
P01BA02|hydroxychloroquine; oral|ATC
P01BA03|primaquine; oral|ATC
P01BA06|amodiaquine; oral|ATC
P01BA07|tafenoquine|ATC
P01BB01|proguanil; oral|ATC
P01BB02|cycloguanil embonate|ATC
P01BB51|proguanil and atovaquone|ATC
P01BB52|chloroquine and proguanil|ATC
P01BC01|quinine; oral, parenteral|ATC
P01BC02|mefloquine; oral|ATC
P01BD01|pyrimethamine; oral|ATC
P01BD51|pyrimethamine, combinations; oral, parenteral|ATC
P01BE01|artemisinin; oral|ATC
P01BE02|artemether; oral, parenteral, rectal|ATC
P01BE03|artesunate; oral, parenteral, rectal|ATC
P01BE04|artemotil|ATC
P01BE05|artenimol; oral|ATC
P01BE52|[U] artemether and lumefantrine|ATC
P01BF01|artemether and lumefantrine; oral|ATC
P01BF02|artesunate and mefloquine|ATC
P01BF03|artesunate and amodiaquine|ATC
P01BF04|artesunate, sulfalene and pyrimethamine|ATC
P01BF05|artenimol and piperaquine|ATC
P01BF06|artesunate and pyronaridine|ATC
P01BF07|artemisinin and piperaquine|ATC
P01BF08|artemisinin and naphthoquine|ATC
P01BF09|artesunate, sulfadoxine and pyrimethamine|ATC
P01BX01|halofantrine; oral|ATC
P01BX02|arterolane and piperaquine|ATC
P01CA02|benznidazole; oral|ATC
P01CA03|fexinidazole; oral|ATC
P01CB01|meglumine antimonate; parenteral|ATC
P01CB02|sodium stibogluconate; parenteral|ATC
P01CC01|nifurtimox; oral|ATC
P01CC02|nitrofural|ATC
P01CD01|melarsoprol; parenteral|ATC
P01CD02|acetarsol|ATC
P01CX01|pentamidine isethionate; parenteral|ATC
P01CX02|suramin sodium; parenteral|ATC
P01CX03|eflornithine|ATC
P01CX04|miltefosine; oral|ATC
P02BA01|praziquantel; oral|ATC
P02BA02|oxamniquine; oral|ATC
P02BA03|arpraziquantel|ATC
P02BB01|metrifonate; oral|ATC
P02BX01|bithionol|ATC
P02BX02|niridazole|ATC
P02BX03|stibophen|ATC
P02BX04|triclabendazole|ATC
P02CA01|mebendazole; oral|ATC
P02CA02|tiabendazole; oral|ATC
P02CA03|albendazole; oral|ATC
P02CA04|ciclobendazole|ATC
P02CA05|flubendazole; oral|ATC
P02CA06|fenbendazole|ATC
P02CA51|mebendazole, combinations|ATC
P02CA53|albendazole and ivermectin|ATC
P02CB01|piperazine; oral|ATC
P02CB02|diethylcarbamazine; oral|ATC
P02CC01|pyrantel; oral|ATC
P02CC02|oxantel|ATC
P02CE01|levamisole; oral|ATC
P02CF01|ivermectin; oral|ATC
P02CX01|pyrvinium; oral|ATC
P02CX02|bephenium|ATC
P02CX03|moxidectin|ATC
P02DA01|niclosamide; oral|ATC
P02DX01|desaspidin|ATC
P02DX02|dichlorophen|ATC
P03AA01|dixanthogen|ATC
P03AA02|potassium polysulfide|ATC
P03AA03|mesulfen|ATC
P03AA04|disulfiram|ATC
P03AA05|thiram|ATC
P03AA54|disulfiram, combinations|ATC
P03AB01|clofenotane|ATC
P03AB02|lindane|ATC
P03AB51|clofenotane, combinations|ATC
P03AC01|pyrethrum|ATC
P03AC02|bioallethrin|ATC
P03AC03|phenothrin|ATC
P03AC04|permethrin|ATC
P03AC51|pyrethrum, combinations|ATC
P03AC52|bioallethrin, combinations|ATC
P03AC53|phenothrin, combinations|ATC
P03AC54|permethrin, combinations|ATC
P03AX01|benzyl benzoate|ATC
P03AX02|copper oleinate|ATC
P03AX03|malathion|ATC
P03AX04|quassia|ATC
P03AX05|dimeticone|ATC
P03AX06|benzyl alcohol|ATC
P03AX07|abametapir|ATC
P03BA01|cyfluthrin|ATC
P03BA02|cypermethrin|ATC
P03BA03|decamethrin|ATC
P03BA04|tetramethrin|ATC
P03BX01|diethyltoluamide|ATC
P03BX02|dimethylphthalate|ATC
P03BX03|dibutylphthalate|ATC
P03BX04|dibutylsuccinate|ATC
P03BX05|dimethylcarbate|ATC
P03BX06|etohexadiol|ATC
R01AA02|cyclopentamine|ATC
R01AA03|ephedrine; nasal|ATC
R01AA04|phenylephrine; nasal|ATC
R01AA05|oxymetazoline; nasal|ATC
R01AA06|tetryzoline; nasal|ATC
R01AA07|xylometazoline; nasal|ATC
R01AA08|naphazoline; nasal|ATC
R01AA09|tramazoline|ATC
R01AA10|metizoline|ATC
R01AA11|tuaminoheptane|ATC
R01AA12|fenoxazoline|ATC
R01AA13|tymazoline|ATC
R01AA14|epinephrine|ATC
R01AA15|indanazoline|ATC
R01AB01|phenylephrine|ATC
R01AB02|naphazoline|ATC
R01AB03|tetryzoline|ATC
R01AB05|ephedrine|ATC
R01AB06|xylometazoline|ATC
R01AB07|oxymetazoline|ATC
R01AB08|tuaminoheptane|ATC
R01AC01|cromoglicic acid; nasal|ATC
R01AC02|levocabastine; nasal|ATC
R01AC03|azelastine; nasal|ATC
R01AC04|antazoline|ATC
R01AC05|spaglumic acid|ATC
R01AC06|thonzylamine|ATC
R01AC07|nedocromil; nasal|ATC
R01AC08|olopatadine|ATC
R01AC51|cromoglicic acid, combinations|ATC
R01AD01|beclometasone; nasal|ATC
R01AD02|prednisolone|ATC
R01AD03|dexamethasone|ATC
R01AD04|flunisolide; nasal|ATC
R01AD05|budesonide; nasal|ATC
R01AD06|betamethasone; nasal|ATC
R01AD07|tixocortol; nasal|ATC
R01AD08|fluticasone; nasal|ATC
R01AD09|mometasone; nasal|ATC
R01AD11|triamcinolone; nasal|ATC
R01AD12|fluticasone furoate; nasal|ATC
R01AD13|ciclesonide; nasal|ATC
R01AD52|prednisolone, combinations|ATC
R01AD53|dexamethasone, combinations|ATC
R01AD57|tixocortol, combinations|ATC
R01AD58|fluticasone, combinations|ATC
R01AD59|mometasone, combinations|ATC
R01AD60|hydrocortisone, combinations|ATC
R01AX01|calcium hexamine thiocyanate; nasal|ATC
R01AX02|retinol; nasal|ATC
R01AX03|ipratropium bromide; nasal|ATC
R01AX05|ritiometan; nasal|ATC
R01AX06|mupirocin; nasal|ATC
R01AX07|hexamidine; nasal|ATC
R01AX08|framycetin; nasal|ATC
R01AX09|hyaluronic acid; nasal|ATC
R01AX10|other nasal preparations - various; nasal|ATC
R01AX30|other nasal preparations - combinations; nasal|ATC
R01BA01|phenylpropanolamine; oral|ATC
R01BA02|pseudoephedrine; oral|ATC
R01BA03|phenylephrine; oral|ATC
R01BA51|phenylpropanolamine, combinations; oral|ATC
R01BA52|pseudoephedrine, combinations; oral|ATC
R01BA53|phenylephrine, combinations|ATC
R02AA01|ambazone; oral|ATC
R02AA02|dequalinium; oral|ATC
R02AA03|dichlorobenzyl alcohol|ATC
R02AA05|chlorhexidine; oral|ATC
R02AA06|cetylpyridinium|ATC
R02AA09|benzethonium|ATC
R02AA10|myristyl-benzalkonium|ATC
R02AA11|chlorquinaldol|ATC
R02AA12|hexylresorcinol|ATC
R02AA13|acriflavinium chloride|ATC
R02AA14|oxyquinoline|ATC
R02AA15|povidone-iodine|ATC
R02AA16|benzalkonium|ATC
R02AA17|cetrimonium|ATC
R02AA18|hexamidine|ATC
R02AA19|phenol|ATC
R02AA20|antiseptics - various|ATC
R02AA21|octenidine|ATC
R02AB01|neomycin|ATC
R02AB02|tyrothricin|ATC
R02AB03|fusafungine|ATC
R02AB04|bacitracin|ATC
R02AB30|gramicidin|ATC
R02AD01|benzocaine|ATC
R02AD02|lidocaine|ATC
R02AD03|cocaine|ATC
R02AD04|dyclonine|ATC
R02AD05|ambroxol|ATC
R02AX01|flurbiprofen; oral|ATC
R02AX02|ibuprofen|ATC
R02AX03|benzydamine; oral|ATC
R03AA01|epinephrine; inhalant|ATC
R03AB02|isoprenaline; inhalant|ATC
R03AB03|orciprenaline; inhalant|ATC
R03AC02|salbutamol; inhalant|ATC
R03AC03|terbutaline; inhalant|ATC
R03AC04|fenoterol; inhalant|ATC
R03AC05|rimiterol; inhalant|ATC
R03AC06|hexoprenaline; inhalant|ATC
R03AC07|isoetarine|ATC
R03AC08|pirbuterol; inhalant|ATC
R03AC09|tretoquinol|ATC
R03AC10|carbuterol|ATC
R03AC11|tulobuterol; inhalant|ATC
R03AC12|salmeterol; inhalant|ATC
R03AC13|formoterol; inhalant|ATC
R03AC14|clenbuterol|ATC
R03AC15|reproterol|ATC
R03AC16|procaterol; inhalant|ATC
R03AC17|bitolterol|ATC
R03AC18|indacaterol; inhalant|ATC
R03AC19|olodaterol; inhalant|ATC
R03AK01|epinephrine and other drugs for obstructive airway diseases|ATC
R03AK02|isoprenaline and other drugs for obstructive airway diseases|ATC
R03AK03|[U] fenoterol and ipratropium bromide|ATC
R03AK04|salbutamol and sodium cromoglicate|ATC
R03AK05|reproterol and sodium cromoglicate|ATC
R03AK06|salmeterol and fluticasone|ATC
R03AK07|formoterol and budesonide|ATC
R03AK08|formoterol and beclometasone|ATC
R03AK09|formoterol and mometasone|ATC
R03AK10|vilanterol and fluticasone furoate|ATC
R03AK11|formoterol and fluticasone|ATC
R03AK12|salmeterol and budesonide|ATC
R03AK13|salbutamol and beclometasone|ATC
R03AK14|indacaterol and mometasone|ATC
R03AK15|salbutamol and budesonide|ATC
R03AL01|fenoterol and ipratropium bromide|ATC
R03AL02|salbutamol and ipratropium bromide|ATC
R03AL03|vilanterol and umeclidinium bromide|ATC
R03AL04|indacaterol and glycopyrronium bromide|ATC
R03AL05|formoterol and aclidinium bromide|ATC
R03AL06|olodaterol and tiotropium bromide|ATC
R03AL07|formoterol and glycopyrronium bromide|ATC
R03AL08|vilanterol, umeclidinium bromide and fluticasone furoate|ATC
R03AL09|formoterol, glycopyrronium bromide and beclometasone|ATC
R03AL10|formoterol and tiotropium bromide|ATC
R03AL11|formoterol, glycopyrronium bromide and budesonide|ATC
R03AL12|indacaterol, glycopyrronium bromide and mometasone|ATC
R03BA01|beclometasone; inhalant|ATC
R03BA02|budesonide; inhalant|ATC
R03BA03|flunisolide; inhalant|ATC
R03BA04|betamethasone|ATC
R03BA05|fluticasone; inhalant|ATC
R03BA06|triamcinolone|ATC
R03BA07|mometasone; inhalant|ATC
R03BA08|ciclesonide; inhalant|ATC
R03BA09|fluticasone furoate|ATC
R03BB01|ipratropium bromide; inhalant|ATC
R03BB02|oxitropium bromide; inhalant|ATC
R03BB03|stramoni preparations|ATC
R03BB04|tiotropium bromide; inhalant|ATC
R03BB05|aclidinium bromide; inhalant|ATC
R03BB06|glycopyrronium bromide; inhalant|ATC
R03BB07|umeclidinium bromide; inhalant|ATC
R03BB08|revefenacin|ATC
R03BB54|tiotropium bromide, combinations|ATC
R03BC01|cromoglicic acid; inhalant|ATC
R03BC03|nedocromil; inhalant|ATC
R03BX01|fenspiride; inhalant|ATC
R03BX02|ensifentrine; inhalant|ATC
R03CA02|ephedrine; oral|ATC
R03CB01|isoprenaline; oral|ATC
R03CB02|methoxyphenamine; oral|ATC
R03CB03|orciprenaline; oral, parenteral|ATC
R03CB51|isoprenaline, combinations|ATC
R03CB53|orciprenaline, combinations|ATC
R03CC02|salbutamol; oral, parenteral|ATC
R03CC03|terbutaline; oral, parenteral|ATC
R03CC04|fenoterol; oral, rectal|ATC
R03CC05|hexoprenaline; oral, parenteral|ATC
R03CC06|isoetarine; oral|ATC
R03CC07|pirbuterol; oral|ATC
R03CC08|procaterol; oral|ATC
R03CC09|tretoquinol; oral, parenteral|ATC
R03CC10|carbuterol; oral|ATC
R03CC11|tulobuterol; oral|ATC
R03CC12|bambuterol; oral|ATC
R03CC13|clenbuterol; oral|ATC
R03CC14|reproterol|ATC
R03CC15|formoterol; oral|ATC
R03CC53|terbutaline, combinations|ATC
R03CC63|clenbuterol and ambroxol|ATC
R03DA01|diprophylline; oral, parenteral, rectal|ATC
R03DA02|choline theophyllinate; oral, rectal|ATC
R03DA03|proxyphylline; oral, parenteral, rectal|ATC
R03DA04|theophylline; oral, parenteral, rectal|ATC
R03DA05|aminophylline; oral, parenteral, rectal|ATC
R03DA06|etamiphylline|ATC
R03DA07|theobromine|ATC
R03DA08|bamifylline|ATC
R03DA09|acefylline piperazine|ATC
R03DA10|bufylline|ATC
R03DA11|doxofylline; oral, parenteral|ATC
R03DA12|mepyramine theophyllinacetate; oral|ATC
R03DA20|combinations of xanthines|ATC
R03DA51|diprophylline, combinations|ATC
R03DA54|theophylline, combinations excl. psycholeptics|ATC
R03DA55|aminophylline, combinations|ATC
R03DA57|theobromine, combinations|ATC
R03DA74|theophylline, combinations with psycholeptics|ATC
R03DB01|diprophylline and adrenergics|ATC
R03DB02|choline theophyllinate and adrenergics|ATC
R03DB03|proxyphylline and adrenergics|ATC
R03DB04|theophylline and adrenergics|ATC
R03DB05|aminophylline and adrenergics|ATC
R03DB06|etamiphylline and adrenergics|ATC
R03DC01|zafirlukast; oral|ATC
R03DC02|pranlukast|ATC
R03DC03|montelukast; oral|ATC
R03DC04|ibudilast|ATC
R03DC53|montelukast, combinations|ATC
R03DX01|amlexanox|ATC
R03DX02|eprozinol|ATC
R03DX03|fenspiride|ATC
R03DX05|omalizumab; parenteral|ATC
R03DX06|seratrodast|ATC
R03DX07|roflumilast; oral|ATC
R03DX08|reslizumab; parenteral|ATC
R03DX09|mepolizumab; parenteral|ATC
R03DX10|benralizumab; parenteral|ATC
R03DX11|tezepelumab; parenteral|ATC
R03DX12|depemokimab|ATC
R05CA01|tyloxapol; inhalant|ATC
R05CA02|potassium iodide; oral|ATC
R05CA03|guaifenesin; oral, parenteral|ATC
R05CA04|ipecacuanha; oral|ATC
R05CA05|altheae radix; oral|ATC
R05CA06|senega; oral|ATC
R05CA07|antimony pentasulfide; oral|ATC
R05CA08|creosote|ATC
R05CA09|guaiacolsulfonate|ATC
R05CA10|expectorants - combinations|ATC
R05CA11|levoverbenone|ATC
R05CA12|Hederae helicis folium|ATC
R05CA13|cineole|ATC
R05CB01|acetylcysteine; inhalant, oral|ATC
R05CB02|bromhexine; oral, parenteral|ATC
R05CB03|carbocisteine; oral|ATC
R05CB04|eprazinone; oral|ATC
R05CB05|mesna; inhalant|ATC
R05CB06|ambroxol; oral|ATC
R05CB07|sobrerol|ATC
R05CB08|domiodol|ATC
R05CB09|letosteine|ATC
R05CB10|mucolytics - combinations|ATC
R05CB11|stepronin|ATC
R05CB12|[U] tiopronin|ATC
R05CB13|dornase alfa (desoxyribonuclease); inhalant|ATC
R05CB14|neltenexine|ATC
R05CB15|erdosteine; oral|ATC
R05CB16|mannitol; inhalant|ATC
R05DA01|ethylmorphine; oral|ATC
R05DA03|hydrocodone; oral|ATC
R05DA04|codeine; oral|ATC
R05DA05|opium alkaloids with morphine|ATC
R05DA06|normethadone|ATC
R05DA07|noscapine; oral|ATC
R05DA08|pholcodine; oral|ATC
R05DA09|dextromethorphan; oral|ATC
R05DA10|thebacon; oral|ATC
R05DA11|dimemorfan|ATC
R05DA12|acetyldihydrocodeine; oral|ATC
R05DA20|opium alkaloids and derivatives - combinations|ATC
R05DB01|benzonatate; oral|ATC
R05DB02|benproperine; oral|ATC
R05DB03|clobutinol; oral, parenteral|ATC
R05DB04|isoaminile; oral|ATC
R05DB05|pentoxyverine; oral, rectal|ATC
R05DB07|oxolamine; oral|ATC
R05DB09|oxeladin; oral|ATC
R05DB10|clofedanol; oral|ATC
R05DB11|pipazetate; oral|ATC
R05DB12|bibenzonium bromide; oral|ATC
R05DB13|butamirate; oral|ATC
R05DB14|fedrilate; oral|ATC
R05DB15|zipeprol|ATC
R05DB16|dibunate|ATC
R05DB17|droxypropine|ATC
R05DB18|prenoxdiazine|ATC
R05DB19|dropropizine|ATC
R05DB20|other cough suppressants - combinations|ATC
R05DB21|cloperastine; oral|ATC
R05DB22|meprotixol|ATC
R05DB23|piperidione|ATC
R05DB24|tipepidine|ATC
R05DB25|morclofone|ATC
R05DB26|nepinalone|ATC
R05DB27|levodropropizine; oral|ATC
R05DB28|dimethoxanate|ATC
R05DB29|gefapixant; oral|ATC
